epoch,loss
1874,3.042827
1875,3.042826
1876,3.042822
1877,3.042830
1878,3.042821
1879,3.042822
1880,3.042826
1881,3.042828
1882,3.042824
1883,3.042823
1884,3.042827
1885,3.042827
1886,3.042824
1887,3.042828
1888,3.042824
1889,3.042823
1890,3.042829
1891,3.042828
1892,3.042821
1893,3.042825
1894,3.042824
1895,3.042824
1896,3.042823
1897,3.042822
1898,3.042819
1899,3.042821
1900,3.042825
1901,3.042825
1902,3.042826
1903,3.042824
1904,3.042819
1905,3.042823
1906,3.042819
1907,3.042829
1908,3.042824
1909,3.042819
1910,3.042821
1911,3.042819
1912,3.042820
1913,3.042821
1914,3.042820
1915,3.042824
1916,3.042828
1917,3.042818
1918,3.042818
1919,3.042822
1920,3.042825
1921,3.042821
1922,3.042824
1923,3.042818
1924,3.042822
1925,3.042825
1926,3.042825
1927,3.042829
1928,3.042825
1929,3.042823
1930,3.042828
1931,3.042826
1932,3.042826
1933,3.042821
1934,3.042824
1935,3.042825
1936,3.042823
1937,3.042823
1938,3.042827
1939,3.042826
1940,3.042820
1941,3.042825
1942,3.042820
1943,3.042823
1944,3.042819
1945,3.042825
1946,3.042823
1947,3.042825
1948,3.042823
1949,3.042822
1950,3.042823
1951,3.042829
1952,3.042822
1953,3.042826
1954,3.042822
1955,3.042822
1956,3.042825
1957,3.042824
1958,3.042824
1959,3.042819
1960,3.042823
1961,3.042827
1962,3.042822
1963,3.042824
1964,3.042822
1965,3.042822
1966,3.042822
1967,3.042821
1968,3.042823
1969,3.042823
1970,3.042824
1971,3.042824
1972,3.042820
1973,3.042819
1974,3.042826
1975,3.042820
1976,3.042821
1977,3.042821
1978,3.042825
1979,3.042822
1980,3.042819
1981,3.042825
1982,3.042819
1983,3.042819
1984,3.042817
1985,3.042819
1986,3.042821
1987,3.042826
1988,3.042821
1989,3.042821
1990,3.042825
1991,3.042824
1992,3.042825
1993,3.042824
1994,3.042820
1995,3.042824
1996,3.042821
1997,3.042817
1998,3.042823
1999,3.042820
2000,3.042823
