epoch,loss
238,3.526276
239,3.522453
240,3.518528
241,3.514748
242,3.511050
243,3.507175
244,3.503320
245,3.499656
246,3.495835
247,3.492176
248,3.488379
249,3.484686
250,3.480767
251,3.477319
252,3.473547
253,3.469780
254,3.466202
255,3.462525
256,3.458765
257,3.455270
258,3.451680
259,3.447999
260,3.444419
261,3.440796
262,3.437207
263,3.433636
264,3.430093
265,3.426517
266,3.423032
267,3.419518
268,3.415986
269,3.412529
270,3.409040
271,3.405539
272,3.402149
273,3.398686
274,3.395248
275,3.391842
276,3.388394
277,3.385024
278,3.381662
279,3.378128
280,3.374851
281,3.371602
282,3.368233
283,3.364954
284,3.361645
285,3.358319
286,3.355052
287,3.351746
288,3.348407
289,3.345342
290,3.342100
291,3.338915
292,3.335666
293,3.332344
294,3.329260
295,3.326099
296,3.322975
297,3.319804
298,3.316578
299,3.313633
300,3.310441
301,3.300361
302,3.298812
303,3.297264
304,3.295733
305,3.294155
306,3.292632
307,3.291112
308,3.289591
309,3.288060
310,3.286553
311,3.285030
312,3.283502
313,3.282041
314,3.280516
315,3.278989
316,3.277471
317,3.276008
318,3.274526
319,3.273005
320,3.271525
321,3.270046
322,3.268546
323,3.267101
324,3.265611
325,3.264148
326,3.262647
327,3.261144
328,3.259765
329,3.258280
330,3.256799
331,3.255369
332,3.253923
333,3.252477
334,3.251019
335,3.249594
336,3.248144
337,3.246736
338,3.245297
339,3.243850
340,3.242446
341,3.241029
342,3.239606
343,3.238142
344,3.236799
345,3.235378
346,3.233934
347,3.232582
348,3.231143
349,3.229771
350,3.228380
351,3.226996
352,3.225610
353,3.224226
354,3.222837
355,3.221405
356,3.220094
357,3.218711
358,3.217349
359,3.215990
360,3.214628
361,3.213242
362,3.211919
363,3.210564
364,3.209192
365,3.207867
366,3.206532
367,3.205201
368,3.203834
369,3.202524
370,3.201134
371,3.199862
372,3.198514
373,3.197202
374,3.195898
375,3.194527
376,3.193273
377,3.191962
378,3.190643
379,3.189353
380,3.188017
381,3.186730
382,3.185482
383,3.184161
384,3.182878
385,3.181543
386,3.180346
387,3.179031
388,3.177700
389,3.176490
390,3.175176
391,3.173962
392,3.172681
393,3.171423
394,3.170141
395,3.168907
396,3.167665
397,3.166420
398,3.165162
399,3.163923
400,3.162675
401,3.157557
402,3.156930
403,3.156307
404,3.155685
405,3.155082
406,3.154467
407,3.153847
408,3.153228
409,3.152620
410,3.152012
411,3.151396
412,3.150777
413,3.150181
414,3.149573
415,3.148965
416,3.148352
417,3.147755
418,3.147143
419,3.146509
420,3.145929
421,3.145321
422,3.144725
423,3.144117
424,3.143507
425,3.142921
426,3.142322
427,3.141715
428,3.141114
429,3.140507
430,3.139903
431,3.139324
432,3.138728
433,3.138121
434,3.137545
435,3.136947
436,3.136352
437,3.135748
438,3.135162
439,3.134553
440,3.133976
441,3.133386
442,3.132805
443,3.132213
444,3.131627
445,3.131037
446,3.130455
447,3.129868
448,3.129289
449,3.128689
450,3.128105
451,3.127543
452,3.126955
453,3.126362
454,3.125795
455,3.125212
456,3.124623
457,3.124052
458,3.123469
459,3.122897
460,3.122317
461,3.121750
462,3.121172
463,3.120591
464,3.120013
465,3.119433
466,3.118872
467,3.118319
468,3.117741
469,3.117166
470,3.116583
471,3.116033
472,3.115461
473,3.114886
474,3.114320
475,3.113762
476,3.113194
477,3.112629
478,3.112060
479,3.111503
480,3.110940
481,3.110358
482,3.109821
483,3.109249
484,3.108693
485,3.108138
486,3.107560
487,3.107016
488,3.106463
489,3.105903
490,3.105349
491,3.104806
492,3.104242
493,3.103697
494,3.103142
495,3.102576
496,3.102036
497,3.101477
498,3.100932
499,3.100385
500,3.099838
501,3.097246
502,3.096972
503,3.096697
504,3.096424
505,3.096145
506,3.095878
507,3.095605
508,3.095331
509,3.095053
510,3.094786
511,3.094516
512,3.094242
513,3.093966
514,3.093695
515,3.093425
516,3.093154
517,3.092884
518,3.092611
519,3.092343
520,3.092065
521,3.091799
522,3.091525
523,3.091260
524,3.090990
525,3.090722
526,3.090449
527,3.090175
528,3.089906
529,3.089640
530,3.089370
531,3.089101
532,3.088830
533,3.088558
534,3.088293
535,3.088022
536,3.087755
537,3.087494
538,3.087217
539,3.086950
540,3.086685
541,3.086417
542,3.086153
543,3.085884
544,3.085619
545,3.085350
546,3.085078
547,3.084817
548,3.084549
549,3.084291
550,3.084021
551,3.083756
552,3.083485
553,3.083221
554,3.082957
555,3.082690
556,3.082422
557,3.082161
558,3.081894
559,3.081636
560,3.081372
561,3.081102
562,3.080836
563,3.080577
564,3.080318
565,3.080048
566,3.079792
567,3.079525
568,3.079260
569,3.078996
570,3.078738
571,3.078475
572,3.078213
573,3.077951
574,3.077685
575,3.077420
576,3.077156
577,3.076899
578,3.076638
579,3.076375
580,3.076120
581,3.075854
582,3.075600
583,3.075325
584,3.075077
585,3.074817
586,3.074552
587,3.074298
588,3.074034
589,3.073780
590,3.073516
591,3.073255
592,3.072999
593,3.072737
594,3.072474
595,3.072214
596,3.071962
597,3.071711
598,3.071447
599,3.071185
600,3.070933
601,3.069628
602,3.069497
603,3.069371
604,3.069242
605,3.069115
606,3.068981
607,3.068854
608,3.068726
609,3.068594
610,3.068463
611,3.068334
612,3.068208
613,3.068081
614,3.067951
615,3.067827
616,3.067698
617,3.067565
618,3.067435
619,3.067311
620,3.067176
621,3.067050
622,3.066929
623,3.066801
624,3.066666
625,3.066534
626,3.066412
627,3.066280
628,3.066157
629,3.066028
630,3.065895
631,3.065769
632,3.065643
633,3.065517
634,3.065383
635,3.065261
636,3.065127
637,3.065004
638,3.064875
639,3.064745
640,3.064621
641,3.064493
642,3.064363
643,3.064238
644,3.064105
645,3.063979
646,3.063859
647,3.063726
648,3.063603
649,3.063474
650,3.063343
651,3.063219
652,3.063095
653,3.062969
654,3.062833
655,3.062710
656,3.062582
657,3.062456
658,3.062331
659,3.062200
660,3.062075
661,3.061945
662,3.061819
663,3.061690
664,3.061566
665,3.061438
666,3.061317
667,3.061187
668,3.061063
669,3.060936
670,3.060806
671,3.060681
672,3.060553
673,3.060429
674,3.060301
675,3.060178
676,3.060049
677,3.059926
678,3.059795
679,3.059674
680,3.059542
681,3.059416
682,3.059290
683,3.059172
684,3.059044
685,3.058913
686,3.058785
687,3.058661
688,3.058535
689,3.058414
690,3.058278
691,3.058162
692,3.058033
693,3.057908
694,3.057786
695,3.057658
696,3.057531
697,3.057407
698,3.057285
699,3.057154
700,3.057027
701,3.056372
702,3.056311
703,3.056251
704,3.056187
705,3.056128
706,3.056061
707,3.056001
708,3.055936
709,3.055875
710,3.055806
711,3.055738
712,3.055686
713,3.055621
714,3.055557
715,3.055489
716,3.055430
717,3.055368
718,3.055300
719,3.055238
720,3.055170
721,3.055116
722,3.055048
723,3.054991
724,3.054923
725,3.054862
726,3.054796
727,3.054737
728,3.054671
729,3.054607
730,3.054548
731,3.054484
732,3.054414
733,3.054351
734,3.054291
735,3.054226
736,3.054169
737,3.054103
738,3.054036
739,3.053976
740,3.053909
741,3.053848
742,3.053790
743,3.053723
744,3.053660
745,3.053595
746,3.053530
747,3.053470
748,3.053413
749,3.053343
750,3.053284
751,3.053219
752,3.053155
753,3.053093
754,3.053034
755,3.052968
756,3.052904
757,3.052839
758,3.052781
759,3.052721
760,3.052653
761,3.052586
762,3.052527
763,3.052463
764,3.052399
765,3.052337
766,3.052273
767,3.052212
768,3.052155
769,3.052084
770,3.052026
771,3.051962
772,3.051902
773,3.051839
774,3.051782
775,3.051714
776,3.051653
777,3.051584
778,3.051525
779,3.051463
780,3.051399
781,3.051339
782,3.051274
783,3.051212
784,3.051150
785,3.051084
786,3.051026
787,3.050961
788,3.050900
789,3.050838
790,3.050777
791,3.050711
792,3.050645
793,3.050583
794,3.050526
795,3.050459
796,3.050398
797,3.050340
798,3.050272
799,3.050210
800,3.050144
801,3.049822
802,3.049795
803,3.049759
804,3.049726
805,3.049692
806,3.049653
807,3.049623
808,3.049599
809,3.049567
810,3.049535
811,3.049498
812,3.049477
813,3.049433
814,3.049408
815,3.049379
816,3.049345
817,3.049312
818,3.049276
819,3.049244
820,3.049214
821,3.049181
822,3.049151
823,3.049116
824,3.049087
825,3.049059
826,3.049020
827,3.048994
828,3.048963
829,3.048931
830,3.048900
831,3.048866
832,3.048835
833,3.048804
834,3.048766
835,3.048741
836,3.048706
837,3.048669
838,3.048646
839,3.048616
840,3.048576
841,3.048549
842,3.048512
843,3.048486
844,3.048449
845,3.048419
846,3.048390
847,3.048354
848,3.048324
849,3.048295
850,3.048258
851,3.048231
852,3.048194
853,3.048168
854,3.048138
855,3.048103
856,3.048074
857,3.048039
858,3.048010
859,3.047976
860,3.047948
861,3.047914
862,3.047882
863,3.047850
864,3.047814
865,3.047784
866,3.047761
867,3.047725
868,3.047696
869,3.047662
870,3.047625
871,3.047599
872,3.047562
873,3.047525
874,3.047500
875,3.047467
876,3.047433
877,3.047406
878,3.047374
879,3.047336
880,3.047305
881,3.047278
882,3.047247
883,3.047215
884,3.047182
885,3.047150
886,3.047119
887,3.047084
888,3.047057
889,3.047019
890,3.046991
891,3.046963
892,3.046926
893,3.046896
894,3.046865
895,3.046835
896,3.046799
897,3.046767
898,3.046741
899,3.046711
900,3.046680
901,3.046510
902,3.046495
903,3.046476
904,3.046465
905,3.046446
906,3.046428
907,3.046412
908,3.046400
909,3.046378
910,3.046364
911,3.046346
912,3.046327
913,3.046318
914,3.046303
915,3.046287
916,3.046271
917,3.046255
918,3.046236
919,3.046221
920,3.046201
921,3.046186
922,3.046168
923,3.046156
924,3.046131
925,3.046120
926,3.046101
927,3.046085
928,3.046070
929,3.046054
930,3.046045
931,3.046028
932,3.046006
933,3.045995
934,3.045976
935,3.045960
936,3.045941
937,3.045923
938,3.045903
939,3.045892
940,3.045870
941,3.045853
942,3.045839
943,3.045826
944,3.045806
945,3.045796
946,3.045778
947,3.045762
948,3.045746
949,3.045729
950,3.045708
951,3.045693
952,3.045678
953,3.045662
954,3.045649
955,3.045630
956,3.045616
957,3.045598
958,3.045583
959,3.045562
960,3.045549
961,3.045532
962,3.045515
963,3.045502
964,3.045478
965,3.045466
966,3.045451
967,3.045437
968,3.045423
969,3.045405
970,3.045385
971,3.045376
972,3.045354
973,3.045335
974,3.045322
975,3.045307
976,3.045290
977,3.045279
978,3.045255
979,3.045241
980,3.045223
981,3.045209
982,3.045192
983,3.045174
984,3.045156
985,3.045141
986,3.045129
987,3.045113
988,3.045092
989,3.045074
990,3.045064
991,3.045048
992,3.045029
993,3.045015
994,3.045002
995,3.044982
996,3.044962
997,3.044957
998,3.044931
999,3.044919
1000,3.044907
1001,3.044825
1002,3.044807
1003,3.044803
1004,3.044792
1005,3.044785
1006,3.044776
1007,3.044766
1008,3.044760
1009,3.044753
1010,3.044744
1011,3.044735
1012,3.044725
1013,3.044717
1014,3.044705
1015,3.044705
1016,3.044693
1017,3.044685
1018,3.044679
1019,3.044667
1020,3.044666
1021,3.044651
1022,3.044647
1023,3.044631
1024,3.044626
1025,3.044616
1026,3.044607
1027,3.044597
1028,3.044593
1029,3.044585
1030,3.044573
1031,3.044566
1032,3.044559
1033,3.044548
1034,3.044544
1035,3.044532
1036,3.044527
1037,3.044518
1038,3.044507
1039,3.044497
1040,3.044492
1041,3.044479
1042,3.044471
1043,3.044464
1044,3.044460
1045,3.044449
1046,3.044443
1047,3.044429
1048,3.044420
1049,3.044419
1050,3.044410
1051,3.044398
1052,3.044388
1053,3.044384
1054,3.044376
1055,3.044364
1056,3.044353
1057,3.044347
1058,3.044342
1059,3.044330
1060,3.044319
1061,3.044318
1062,3.044307
1063,3.044296
1064,3.044289
1065,3.044284
1066,3.044271
1067,3.044266
1068,3.044256
1069,3.044254
1070,3.044239
1071,3.044230
1072,3.044220
1073,3.044207
1074,3.044204
1075,3.044201
1076,3.044191
1077,3.044175
1078,3.044172
1079,3.044159
1080,3.044150
1081,3.044145
1082,3.044137
1083,3.044129
1084,3.044121
1085,3.044112
1086,3.044103
1087,3.044095
1088,3.044087
1089,3.044075
1090,3.044072
1091,3.044063
1092,3.044050
1093,3.044043
1094,3.044035
1095,3.044030
1096,3.044015
1097,3.044012
1098,3.044004
1099,3.043994
1100,3.043990
1101,3.043943
1102,3.043937
1103,3.043934
1104,3.043933
1105,3.043926
1106,3.043920
1107,3.043911
1108,3.043916
1109,3.043909
1110,3.043906
1111,3.043896
1112,3.043895
1113,3.043889
1114,3.043882
1115,3.043882
1116,3.043873
1117,3.043871
1118,3.043869
1119,3.043861
1120,3.043856
1121,3.043851
1122,3.043846
1123,3.043849
1124,3.043841
1125,3.043834
1126,3.043826
1127,3.043827
1128,3.043819
1129,3.043816
1130,3.043809
1131,3.043806
1132,3.043800
1133,3.043799
1134,3.043796
1135,3.043791
1136,3.043786
1137,3.043784
1138,3.043773
1139,3.043770
1140,3.043768
1141,3.043761
1142,3.043761
1143,3.043757
1144,3.043749
1145,3.043745
1146,3.043742
1147,3.043734
1148,3.043730
1149,3.043732
1150,3.043726
1151,3.043717
1152,3.043716
1153,3.043707
1154,3.043705
1155,3.043700
1156,3.043697
1157,3.043692
1158,3.043687
1159,3.043685
1160,3.043677
1161,3.043669
1162,3.043666
1163,3.043669
1164,3.043659
1165,3.043656
1166,3.043651
1167,3.043646
1168,3.043641
1169,3.043636
1170,3.043633
1171,3.043625
1172,3.043627
1173,3.043613
1174,3.043612
1175,3.043608
1176,3.043601
1177,3.043599
1178,3.043595
1179,3.043592
1180,3.043583
1181,3.043582
1182,3.043573
1183,3.043571
1184,3.043559
1185,3.043559
1186,3.043557
1187,3.043547
1188,3.043542
1189,3.043542
1190,3.043535
1191,3.043533
1192,3.043526
1193,3.043523
1194,3.043518
1195,3.043513
1196,3.043511
1197,3.043508
1198,3.043500
1199,3.043500
1200,3.043494
1201,3.043470
1202,3.043473
1203,3.043468
1204,3.043469
1205,3.043460
1206,3.043463
1207,3.043456
1208,3.043458
1209,3.043452
1210,3.043452
1211,3.043447
1212,3.043439
1213,3.043442
1214,3.043436
1215,3.043436
1216,3.043432
1217,3.043429
1218,3.043423
1219,3.043422
1220,3.043420
1221,3.043417
1222,3.043411
1223,3.043411
1224,3.043410
1225,3.043407
1226,3.043407
1227,3.043401
1228,3.043399
1229,3.043396
1230,3.043391
1231,3.043388
1232,3.043387
1233,3.043380
1234,3.043383
1235,3.043378
1236,3.043378
1237,3.043374
1238,3.043370
1239,3.043364
1240,3.043364
1241,3.043370
1242,3.043361
1243,3.043358
1244,3.043358
1245,3.043357
1246,3.043350
1247,3.043347
1248,3.043344
1249,3.043348
1250,3.043340
1251,3.043337
1252,3.043337
1253,3.043330
1254,3.043331
1255,3.043328
1256,3.043321
1257,3.043324
1258,3.043319
1259,3.043317
1260,3.043309
1261,3.043305
1262,3.043302
1263,3.043304
1264,3.043297
1265,3.043297
1266,3.043298
1267,3.043293
1268,3.043294
1269,3.043290
1270,3.043279
1271,3.043286
1272,3.043280
1273,3.043278
1274,3.043278
1275,3.043271
1276,3.043269
1277,3.043271
1278,3.043269
1279,3.043265
1280,3.043263
1281,3.043260
1282,3.043251
1283,3.043252
1284,3.043247
1285,3.043248
1286,3.043241
1287,3.043240
1288,3.043233
1289,3.043231
1290,3.043234
1291,3.043227
1292,3.043225
1293,3.043221
1294,3.043224
1295,3.043218
1296,3.043216
1297,3.043211
1298,3.043209
1299,3.043203
1300,3.043207
1301,3.043195
1302,3.043190
1303,3.043186
1304,3.043191
1305,3.043184
1306,3.043185
1307,3.043178
1308,3.043181
1309,3.043178
1310,3.043179
1311,3.043173
1312,3.043171
1313,3.043171
1314,3.043163
1315,3.043165
1316,3.043167
1317,3.043163
1318,3.043165
1319,3.043160
1320,3.043156
1321,3.043156
1322,3.043155
1323,3.043150
1324,3.043158
1325,3.043150
1326,3.043149
1327,3.043150
1328,3.043149
1329,3.043143
1330,3.043140
1331,3.043133
1332,3.043137
1333,3.043138
1334,3.043133
1335,3.043135
1336,3.043134
1337,3.043132
1338,3.043129
1339,3.043123
1340,3.043128
1341,3.043120
1342,3.043120
1343,3.043119
1344,3.043119
1345,3.043112
1346,3.043111
1347,3.043114
1348,3.043105
1349,3.043108
1350,3.043104
1351,3.043103
1352,3.043102
1353,3.043101
1354,3.043093
1355,3.043100
1356,3.043096
1357,3.043092
1358,3.043095
1359,3.043092
1360,3.043089
1361,3.043084
1362,3.043084
1363,3.043082
1364,3.043076
1365,3.043081
1366,3.043073
1367,3.043077
1368,3.043075
1369,3.043072
1370,3.043070
1371,3.043067
1372,3.043063
1373,3.043064
1374,3.043059
1375,3.043064
1376,3.043061
1377,3.043060
1378,3.043057
1379,3.043054
1380,3.043051
1381,3.043047
1382,3.043047
1383,3.043048
1384,3.043051
1385,3.043050
1386,3.043041
1387,3.043040
1388,3.043047
1389,3.043040
1390,3.043042
1391,3.043037
1392,3.043036
1393,3.043036
1394,3.043028
1395,3.043027
1396,3.043029
1397,3.043024
1398,3.043026
1399,3.043020
1400,3.043019
1401,3.043015
1402,3.043013
1403,3.043014
1404,3.043014
1405,3.043010
1406,3.043010
1407,3.043006
1408,3.043015
1409,3.043010
1410,3.043004
1411,3.043008
1412,3.043008
1413,3.043002
1414,3.043000
1415,3.043000
1416,3.042998
1417,3.042997
1418,3.042996
1419,3.042993
1420,3.042997
1421,3.042993
1422,3.042995
1423,3.042997
1424,3.042995
1425,3.042989
1426,3.042988
1427,3.042993
1428,3.042987
1429,3.042986
1430,3.042984
1431,3.042985
1432,3.042984
1433,3.042985
1434,3.042981
1435,3.042977
1436,3.042980
1437,3.042973
1438,3.042974
1439,3.042974
1440,3.042972
1441,3.042977
1442,3.042970
1443,3.042970
1444,3.042967
1445,3.042963
1446,3.042967
1447,3.042962
1448,3.042968
1449,3.042966
1450,3.042966
1451,3.042961
1452,3.042964
1453,3.042964
1454,3.042962
1455,3.042960
1456,3.042954
1457,3.042959
1458,3.042959
1459,3.042951
1460,3.042957
1461,3.042954
1462,3.042948
1463,3.042951
1464,3.042948
1465,3.042949
1466,3.042945
1467,3.042943
1468,3.042946
1469,3.042946
1470,3.042940
1471,3.042944
1472,3.042942
1473,3.042938
1474,3.042942
1475,3.042937
1476,3.042937
1477,3.042936
1478,3.042940
1479,3.042935
1480,3.042933
1481,3.042935
1482,3.042930
1483,3.042928
1484,3.042928
1485,3.042926
1486,3.042924
1487,3.042924
1488,3.042925
1489,3.042923
1490,3.042918
1491,3.042927
1492,3.042922
1493,3.042919
1494,3.042922
1495,3.042916
1496,3.042922
1497,3.042917
1498,3.042916
1499,3.042914
1500,3.042907
1501,3.042909
1502,3.042904
1503,3.042906
1504,3.042907
1505,3.042907
1506,3.042904
1507,3.042903
1508,3.042910
1509,3.042903
1510,3.042902
1511,3.042903
1512,3.042909
1513,3.042902
1514,3.042904
1515,3.042906
1516,3.042903
1517,3.042897
1518,3.042901
1519,3.042897
1520,3.042900
1521,3.042894
1522,3.042889
1523,3.042894
1524,3.042898
1525,3.042893
1526,3.042886
1527,3.042892
1528,3.042888
1529,3.042892
1530,3.042884
1531,3.042894
1532,3.042889
1533,3.042891
1534,3.042892
1535,3.042891
1536,3.042887
1537,3.042888
1538,3.042885
1539,3.042887
1540,3.042885
1541,3.042880
1542,3.042882
1543,3.042881
1544,3.042882
1545,3.042884
1546,3.042883
1547,3.042874
1548,3.042879
1549,3.042875
1550,3.042875
1551,3.042873
1552,3.042873
1553,3.042874
1554,3.042882
1555,3.042872
1556,3.042876
1557,3.042871
1558,3.042875
1559,3.042876
1560,3.042873
1561,3.042879
1562,3.042873
1563,3.042873
1564,3.042876
1565,3.042874
1566,3.042873
1567,3.042871
1568,3.042873
1569,3.042871
1570,3.042870
1571,3.042868
1572,3.042868
1573,3.042866
1574,3.042865
1575,3.042872
1576,3.042865
1577,3.042869
1578,3.042862
1579,3.042862
1580,3.042863
1581,3.042858
1582,3.042862
1583,3.042862
1584,3.042857
1585,3.042859
1586,3.042859
1587,3.042858
1588,3.042854
1589,3.042857
1590,3.042856
1591,3.042858
1592,3.042853
1593,3.042857
1594,3.042855
1595,3.042864
1596,3.042858
1597,3.042858
1598,3.042863
1599,3.042863
1600,3.042859
1601,3.042850
1602,3.042851
1603,3.042855
1604,3.042852
1605,3.042855
1606,3.042856
1607,3.042855
1608,3.042849
1609,3.042850
1610,3.042851
1611,3.042849
1612,3.042852
1613,3.042853
1614,3.042850
1615,3.042846
1616,3.042852
1617,3.042850
1618,3.042849
1619,3.042848
1620,3.042851
1621,3.042851
1622,3.042848
1623,3.042851
1624,3.042844
1625,3.042852
1626,3.042846
1627,3.042845
1628,3.042846
1629,3.042847
1630,3.042850
1631,3.042846
1632,3.042845
1633,3.042844
1634,3.042844
1635,3.042843
1636,3.042847
1637,3.042845
1638,3.042844
1639,3.042847
1640,3.042846
1641,3.042846
1642,3.042849
1643,3.042848
1644,3.042850
1645,3.042845
1646,3.042842
1647,3.042848
1648,3.042850
1649,3.042848
1650,3.042848
1651,3.042844
1652,3.042846
1653,3.042849
1654,3.042848
1655,3.042846
1656,3.042850
1657,3.042847
1658,3.042848
1659,3.042845
1660,3.042847
1661,3.042840
1662,3.042844
1663,3.042844
1664,3.042847
1665,3.042843
1666,3.042845
1667,3.042838
1668,3.042844
1669,3.042843
1670,3.042834
1671,3.042842
1672,3.042845
1673,3.042839
1674,3.042846
1675,3.042845
1676,3.042844
1677,3.042842
1678,3.042841
1679,3.042842
1680,3.042836
1681,3.042836
1682,3.042839
1683,3.042841
1684,3.042838
1685,3.042840
1686,3.042841
1687,3.042835
1688,3.042838
1689,3.042834
1690,3.042840
1691,3.042838
1692,3.042840
1693,3.042837
1694,3.042834
1695,3.042832
1696,3.042836
1697,3.042835
1698,3.042835
1699,3.042831
1700,3.042834
1701,3.042835
1702,3.042829
1703,3.042832
1704,3.042833
1705,3.042837
1706,3.042835
1707,3.042837
1708,3.042835
1709,3.042836
1710,3.042836
1711,3.042836
1712,3.042833
1713,3.042837
1714,3.042835
1715,3.042833
1716,3.042834
1717,3.042830
1718,3.042834
1719,3.042833
1720,3.042832
1721,3.042829
1722,3.042833
1723,3.042829
1724,3.042827
1725,3.042831
1726,3.042829
1727,3.042835
1728,3.042826
1729,3.042837
1730,3.042829
1731,3.042828
1732,3.042829
1733,3.042830
1734,3.042828
1735,3.042827
1736,3.042830
1737,3.042829
1738,3.042827
1739,3.042830
1740,3.042830
1741,3.042830
1742,3.042828
1743,3.042825
1744,3.042827
1745,3.042823
1746,3.042827
1747,3.042828
1748,3.042827
1749,3.042826
1750,3.042830
1751,3.042828
1752,3.042823
1753,3.042828
1754,3.042831
1755,3.042827
1756,3.042829
1757,3.042828
1758,3.042825
1759,3.042826
1760,3.042823
1761,3.042828
1762,3.042825
1763,3.042825
1764,3.042821
1765,3.042827
1766,3.042826
1767,3.042829
1768,3.042832
1769,3.042826
1770,3.042825
1771,3.042829
1772,3.042826
1773,3.042830
1774,3.042822
1775,3.042825
1776,3.042825
1777,3.042830
1778,3.042828
1779,3.042823
1780,3.042828
1781,3.042830
1782,3.042825
1783,3.042830
1784,3.042824
1785,3.042829
1786,3.042828
1787,3.042829
1788,3.042829
1789,3.042821
1790,3.042824
1791,3.042823
1792,3.042826
1793,3.042831
1794,3.042826
1795,3.042826
1796,3.042824
1797,3.042825
1798,3.042826
1799,3.042823
1800,3.042825
1801,3.042826
1802,3.042822
1803,3.042823
1804,3.042824
1805,3.042824
1806,3.042822
1807,3.042823
1808,3.042826
1809,3.042827
1810,3.042823
1811,3.042829
1812,3.042825
1813,3.042826
1814,3.042831
1815,3.042824
1816,3.042828
1817,3.042824
1818,3.042823
1819,3.042824
1820,3.042824
1821,3.042822
1822,3.042828
1823,3.042826
1824,3.042825
1825,3.042827
1826,3.042826
1827,3.042825
1828,3.042828
1829,3.042825
1830,3.042829
1831,3.042824
1832,3.042824
1833,3.042818
1834,3.042824
1835,3.042826
1836,3.042824
1837,3.042823
1838,3.042823
1839,3.042823
1840,3.042823
1841,3.042823
1842,3.042822
1843,3.042827
1844,3.042825
1845,3.042823
1846,3.042820
1847,3.042823
1848,3.042823
1849,3.042824
1850,3.042826
1851,3.042826
1852,3.042827
1853,3.042824
1854,3.042824
1855,3.042825
1856,3.042824
1857,3.042824
1858,3.042824
1859,3.042825
1860,3.042826
1861,3.042829
1862,3.042826
1863,3.042828
1864,3.042826
1865,3.042825
1866,3.042829
1867,3.042829
1868,3.042828
1869,3.042825
1870,3.042827
1871,3.042827
1872,3.042825
1873,3.042830
